Name,Location,URL,datetime,lon,lat,genre,pay,about,pornlevel
Earn money unplugging your laptop or delaying the dryer for an hour,hanford,http://hanford.craigslist.org/cpg/5774610740.html,2016-09-09T17:18:12-0700,36.7949,-119.7604,computer,$20 just for joining +,Â© craigslist - Map data Â© OpenStreetMap   (google map)      compensation: $20 just for joining +   compensation: $20 for turning off lights/ power for 1 hr save money on your bill and make extra free money!!      Get $20 just for joining and earn more by turning things off or delaying the dryer for an hour when you get a notification via text email or the app. OhmConnect helps protect local air quality fight climate change and lower everyone's electric bills by avoiding or decreasing the use of local dirty expensive peaker plants.      Learn more or sign up at:      http://ohm.co/fa0b69      It doesn't change your current energy plan in any way shape or form you can simply back out if your no longer interested in getting free money and it's 100% safe and confidential.      It truly works! Have any questions or need help feel free to text me!    ,0
Earn money unplugging your laptop or delaying the dryer for an hour,merced,http://merced.craigslist.org/cpg/5762149858.html,2016-09-02T01:17:00-0700,36.7949,-119.7604,computer,$20 just for joining,compensation: $20 for turning off lights/ power for 1 hr save money on your bill and make extra free money!!      Get $20 just for joining and earn more by turning things off or delaying the dryer for an hour when you get a notification via text email or the app. OhmConnect helps protect local air quality fight climate change and lower everyone's electric bills by avoiding or decreasing the use of local dirty expensive peaker plants.      Learn more or sign up at:      http://ohm.co/c579f2      It doesn't change your current energy plan in any way shape or form you can simply back out if your no longer interested in getting free money and it's 100% safe and confidential.      It truly works! Have any questions or need help feel free to text me!    ,0
Earn money unplugging your laptop or delaying the dryer for an hour,visalia,http://visalia.craigslist.org/cpg/5774614117.html,2016-09-09T17:20:49-0700,36.7949,-119.7604,computer,$20 just for joining +,Â© craigslist - Map data Â© OpenStreetMap   (google map)      compensation: $20 just for joining +   compensation: $20 for turning off lights/ power for 1 hr save money on your bill and make extra free money!!      Get $20 just for joining and earn more by turning things off or delaying the dryer for an hour when you get a notification via text email or the app. OhmConnect helps protect local air quality fight climate change and lower everyone's electric bills by avoiding or decreasing the use of local dirty expensive peaker plants.      Learn more or sign up at:      http://ohm.co/fa0b69      It doesn't change your current energy plan in any way shape or form you can simply back out if your no longer interested in getting free money and it's 100% safe and confidential.      It truly works! Have any questions or need help feel free to text me!    ,0
Earn money unplugging your laptop or delaying the dryer for an hour,visalia,http://visalia.craigslist.org/cpg/5762150339.html,2016-09-02T01:19:00-0700,36.7949,-119.7604,computer,$20 just for joining,compensation: $20 for turning off lights/ power for 1 hr save money on your bill and make extra free money!!      Get $20 just for joining and earn more by turning things off or delaying the dryer for an hour when you get a notification via text email or the app. OhmConnect helps protect local air quality fight climate change and lower everyone's electric bills by avoiding or decreasing the use of local dirty expensive peaker plants.      Learn more or sign up at:      http://ohm.co/c579f2      It doesn't change your current energy plan in any way shape or form you can simply back out if your no longer interested in getting free money and it's 100% safe and confidential.      It truly works! Have any questions or need help feel free to text me!    ,0
Create a Digital analog style clock with LCD screen,fresno,http://fresno.craigslist.org/cpg/5850970173.html,2016-10-28T14:27:17-0700,36.796488,-119.702182,computer,$50,"Students and gadget tinkerers....I am willing to pay someone $50 to make a 2"" analog working clock. I will pay for all the necessary parts. If you let me watch you make it I will throw in a breakfast burrito or something. If interested send me a text.   ",0
Photo Booth Attendant Needed (We'll Train),fresno,http://fresno.craigslist.org/evg/5851720043.html,2016-10-29T07:05:25-0700,36.7991,-119.8016,event,Starting @ 12.00 per hour,One of the biggest Photo Booth companies in Fresno is looking to add quality people to its roster. If you are a fun-loving OUT-GOING individual (awesome personality) with weekends free and your own reliable transportation this could be the perfect part-time job for you. You don't need ANY experience since we provide complete and free training. An ideal candidate would be someone who is looking for a second income or perhaps a collage student. If you are interested in this exciting opportunity send an email with your NAME & NUMBER and we will contact you. We have immediate need for Photo Booth Attendants. We will only respond to those who leave a contact number.    ,0
Bilingual(ENGLISH/SPANISH)Sales Position-,fresno,http://fresno.craigslist.org/lbg/5852470813.html,2016-10-29T14:42:19-0700,36.815473,-119.789604,labor,contact us for more information,Furniture store seeking Bilingual SALES ASSOCIATE - IMMEDIATE OPENING       Overview of Position: Must be computer literate with a positive attitude energetic personality effective leadership skills. We're looking for customer friendly detail oriented individuals. NO EXPERIENCE NEEDED we will train you.      * Commission and Hourly       Elegant Furniture   80 E Barstow Ave Fresno CA      Please call Sam for more information     show contact info   ,0
Bilingual(ENGLISH/SPANISH)Sales Position-,fresno,http://fresno.craigslist.org/lbg/5852470151.html,2016-10-29T14:41:48-0700,36.815473,-119.789604,labor,contact us for more information,Furniture store seeking Bilingual SALES ASSOCIATE - IMMEDIATE OPENING       Overview of Position: Must be computer literate with a positive attitude energetic personality effective leadership skills. We're looking for customer friendly detail oriented individuals. NO EXPERIENCE NEEDED we will train you.      * Commission and Hourly       Elegant Furniture   80 E Barstow Ave Fresno CA      Please call Sam for more information     show contact info   ,0
Bilingual(ENGLISH/SPANISH)Sales Position,fresno,http://fresno.craigslist.org/lbg/5852469746.html,2016-10-29T14:41:29-0700,36.815473,-119.789604,labor,contact us for more information,Furniture store seeking Bilingual SALES ASSOCIATE - IMMEDIATE OPENING       Overview of Position: Retail sales experience. Come with a positive attitude energetic personality effective leadership skills. We're looking for customer friendly detail oriented individuals. Training on site.    * Commission and Hourly       Elegant Furniture   80 E Barstow Ave Fresno CA      Please call Sam for more information     show contact info   ,0
Bilingual(ENGLISH/SPANISH)Sales Position-,fresno,http://fresno.craigslist.org/lbg/5852468725.html,2016-10-29T14:40:43-0700,36.815473,-119.789604,labor,contact us for more information,Furniture store seeking Bilingual SALES ASSOCIATE - IMMEDIATE OPENING       Overview of Position: Must be computer literate with a positive attitude energetic personality effective leadership skills. We're looking for customer friendly detail oriented individuals. NO EXPERIENCE NEEDED we will train you.      * Commission and Hourly       Elegant Furniture   80 E Barstow Ave Fresno CA      Please call Sam for more information     show contact info   ,0
Bilingual(ENGLISH/SPANISH)Sales Position-,hanford,http://fresno.craigslist.org/lbg/5852470813.html,2016-10-29T14:42:19-0700,36.815473,-119.789604,labor,contact us for more information,Furniture store seeking Bilingual SALES ASSOCIATE - IMMEDIATE OPENING       Overview of Position: Must be computer literate with a positive attitude energetic personality effective leadership skills. We're looking for customer friendly detail oriented individuals. NO EXPERIENCE NEEDED we will train you.      * Commission and Hourly       Elegant Furniture   80 E Barstow Ave Fresno CA      Please call Sam for more information     show contact info   ,0
Bilingual(ENGLISH/SPANISH)Sales Position-,hanford,http://fresno.craigslist.org/lbg/5852470151.html,2016-10-29T14:41:48-0700,36.815473,-119.789604,labor,contact us for more information,Furniture store seeking Bilingual SALES ASSOCIATE - IMMEDIATE OPENING       Overview of Position: Must be computer literate with a positive attitude energetic personality effective leadership skills. We're looking for customer friendly detail oriented individuals. NO EXPERIENCE NEEDED we will train you.      * Commission and Hourly       Elegant Furniture   80 E Barstow Ave Fresno CA      Please call Sam for more information     show contact info   ,0
Bilingual(ENGLISH/SPANISH)Sales Position,hanford,http://fresno.craigslist.org/lbg/5852469746.html,2016-10-29T14:41:29-0700,36.815473,-119.789604,labor,contact us for more information,Furniture store seeking Bilingual SALES ASSOCIATE - IMMEDIATE OPENING       Overview of Position: Retail sales experience. Come with a positive attitude energetic personality effective leadership skills. We're looking for customer friendly detail oriented individuals. Training on site.    * Commission and Hourly       Elegant Furniture   80 E Barstow Ave Fresno CA      Please call Sam for more information     show contact info   ,0
Bilingual(ENGLISH/SPANISH)Sales Position-,hanford,http://fresno.craigslist.org/lbg/5852468725.html,2016-10-29T14:40:43-0700,36.815473,-119.789604,labor,contact us for more information,Furniture store seeking Bilingual SALES ASSOCIATE - IMMEDIATE OPENING       Overview of Position: Must be computer literate with a positive attitude energetic personality effective leadership skills. We're looking for customer friendly detail oriented individuals. NO EXPERIENCE NEEDED we will train you.      * Commission and Hourly       Elegant Furniture   80 E Barstow Ave Fresno CA      Please call Sam for more information     show contact info   ,0
~ We buy hair $100 - $200 ~,fresno,http://fresno.craigslist.org/lbg/5851240618.html,2016-10-28T17:54:06-0700,36.821656,-119.776635,labor,$100 - $200,We buy hair $100 - $200 And we pay cash!!      We are currently looking for healthy long straight black hair only... Our business is growing because of you thank you! Please take a pic of your hair from the back and we will get back to you with a price If you are looking to cut your hair off soon this is perfect for you..       Text pic please    show contact info      Hair will be used for extensions for our clients may you ask...    ,0
Halloween party drink servers,visalia,http://visalia.craigslist.org/tlg/5841769519.html,2016-10-22T16:55:37-0700,36.8236,-119.7621,talent,Up to $30 an hour,Halloween party drink servers      We are currently looking to hire female   drink servers and party hostess for a premier Halloween V.I.P party experience. We prefer  you wear a costume but it is optional. The hours would be from 9pm to 3 October 31st. This is a great opportunity to make some money and have fun for inquiries more info and job details please call     show contact info   ,0
Seeking Female CAM Models,fresno,http://fresno.craigslist.org/wrg/5852132213.html,2016-10-29T11:05:55-0700,36.8253,-119.6802,writing,Everything decided equally.,Webcams are a growing and profitable industry.     I am looking to put a joint partnership business together.  I need intelligent open minded adult females for this project to work. I ask that anyone reading and considering responding to this add to first conduct some research into the web cam business. There are many avenues and areas to cover and explore. Be smart and able to hold an intelligent conversation.  Don't just see dollar signs.    ,0
Hottest Dancing Co. In The Valley Now Hiring!,fresno,http://fresno.craigslist.org/tlg/5851347839.html,2016-10-28T19:51:54-0700,36.8253,-119.6802,talent,Unknown,If you're interested in working for the #1 Adult Entertainment company in the Central Valley and making A LOT of extra cash call Pulse Entertainment. No experience needed. We will teach you everything you need to know.      We were voted #1 hottest and sexiest in the central valley 4 years in a row by New Rock 104.1 Q97 and Fresno Magazine.   Voted the #1 Most professional adult company in the central valley in Fresno Magazine!      We are looking for the hottest girls in the valley for exotic dancing and modeling opportunities.    Need extra cash? Tired of making $10 an hour or less?    Make your own schedule Work when you want to.         No experience needed. We fully train.    Safe & fun    Become a local celebrity!   Make $3000-$6000+ a week only working part time    Professional management    Set up an interview today and see if you have what it takes to be a Pulse Girl!   Call     show contact info   Today!    ,1
The valleys hottest exotic dancing co. is now hiring !,fresno,http://fresno.craigslist.org/tlg/5827283734.html,2016-10-13T14:21:06-0700,36.8253,-119.6802,talent,Unknown,Pulse Entertainment Now hiring!       Are you currently living in a situation where you feel like you have no where to go?   Or your just living with your parents/ex/horible roommates?   Always relying on someone?      If yes to any of those questions dont waste anymore time and become a Pulse Girl!   At Pulse you are not only garenteed to make $4000 a week but always your independence!   Live where you want to live not where you have to!   Have the money to buy what you want and live the life you want to!      Make enough money for that car house school or vacation you've always wanted to go on!      Are you months behind in your rent? Student Loans piling up? Can't afford to buy the clothes and food you want?      Join Pulse Today and Pay off All your bills and have extra money to spend!         Pulse Entertainment voted #1 in California again - 8 years in a row   Offices in Fresno - Pismo Beach - San Luis obispo - Monterey - Santa Cruz -    Las Vegas    You can choose which city you want to work in for pulse!      Home of the most beautiful women in exotic dancing.   No experience? No problem. Train with the best exotic dancers   Curious? Come see our girls perform a live show before you decide if exotic dancing is for you.      All our photo are of current Pulse dancers! No fakes!   Free photoshoot - Free Pulse dancer bag with everything you need to dance - Free outfit.      Dream of that car house trip or pay off student loans? Exotic dancing is the easiest and fastest way to make those dreams come true!   You can work at any office you like if you join Pulse! From Fresno to Pismo.      Enjoy a $1000 - $4000 sign on bonus! All of our dancers have received their bonuses.       We are the most professional exotic dancing company in the valley! We make sure all of our dancers are safe. We only send our dancers to go parts of town and make sure the show they go to is safe. We also have 10 fully trained bodyguards! Safety is #1      Go and check out the other companies in the valley and see why we are the best!         Don't let any more time pass by and call us today!     show contact info      ,0
âœºMake Money On The Web__Cash $500 per week also free Laptop.,fresno,http://fresno.craigslist.org/cpg/5845329087.html,2016-10-25T06:46:40-0700,36.8253,-119.6802,computer,Make a Super Easy $500 renting your FBOOK.!,> Make a Super Easy $500 renting your FBOOK.!   >   > I'm looking for an additional 25 FBOOK users who'd like to make $500 for sharing one part of their account! It's so easy and anyone 18 or older with an active account is approved to sign up! Setting you up is fast like 10ish minutes fast! You just need a comp and it needs to be connected to the internet! Don't hesitate spots are limited!      â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬         IF YOU QUALIFY WITH OUR NEED WE WILL GIVE YOU FREE LAPTOP SO YOU CAN WORK FROM OWN PERSONAL COMPUTER          â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬   ,0
âœºMake Money On The Web__Cash $500 per week also free Laptop.,fresno,http://fresno.craigslist.org/cpg/5845329154.html,2016-10-25T06:46:42-0700,36.8253,-119.6802,computer,Make a Super Easy $500 renting your FBOOK.!,> Make a Super Easy $500 renting your FBOOK.!   >   > I'm looking for an additional 25 FBOOK users who'd like to make $500 for sharing one part of their account! It's so easy and anyone 18 or older with an active account is approved to sign up! Setting you up is fast like 10ish minutes fast! You just need a comp and it needs to be connected to the internet! Don't hesitate spots are limited!      â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬         IF YOU QUALIFY WITH OUR NEED WE WILL GIVE YOU FREE LAPTOP SO YOU CAN WORK FROM OWN PERSONAL COMPUTER          â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬â™¬   ,0
Seeking Female CAM Models,hanford,http://fresno.craigslist.org/wrg/5852132213.html,2016-10-29T11:05:55-0700,36.8253,-119.6802,writing,Everything decided equally.,Webcams are a growing and profitable industry.     I am looking to put a joint partnership business together.  I need intelligent open minded adult females for this project to work. I ask that anyone reading and considering responding to this add to first conduct some research into the web cam business. There are many avenues and areas to cover and explore. Be smart and able to hold an intelligent conversation.  Don't just see dollar signs.    ,0
Pay off your loans in just one week!,merced,http://merced.craigslist.org/tlg/5825289997.html,2016-10-12T10:41:30-0700,36.8253,-119.6802,talent,Unknown,Are you months behind in your rent? Student Loans piling up? Can't afford to buy the clothes and food you want?      Join Pulse Today and Pay off All your bills and have extra money to spend!         Pulse Entertainment voted #1 in California again - 8 years in a row   Offices in Fresno - Pismo Beach - San Luis obispo - Monterey - Santa Cruz -    Las Vegas       Home of the most beautiful women in exotic dancing.   No experience? No problem. Train with the best exotic dancers   Curious? Come see our girls perform a live show before you decide if exotic dancing is for you.      All our photo are of current Pulse dancers! No fakes!   Free photoshoot - Free Pulse dancer bag with everything you need to dance - Free outfit.      Dream of that car house trip or pay off student loans? Exotic dancing is the easiest and fastest way to make those dreams come true!   You can work at any office you like if you join Pulse! From Fresno to Pismo. Pay starts $50 and up too $100 an hour depending what city you're dancing.      Enjoy a $1000 - $4000 sign on bonus! All of our dancers have received their bonuses.       Safey - We have 10 fully trained bodyguards. Safety is #1      Go and check out the other companies in the valley and see why we are the best!    ,0
Amateur or student photographer needed,fresno,http://fresno.craigslist.org/crg/5846073998.html,2016-10-25T13:21:16-0700,36.8303,-119.8319,creative,Forty,Male needs lady to take photos taken of him compensation is $40    ,0
LOCAL CLASS A DRIVER WANTED,monterey,http://monterey.craigslist.org/lbg/5803162797.html,2016-09-28T08:34:47-0700,36.8337,-121.3439,labor,$20-$25 DOE,Looking for a Class A Driver to drive dump truck and move tractor equipment between job sites for a large landscape construction company. Driver is responsible for conducting daily inspections on all operated equipment per DOT regulations and keeping all documents organized      REQUIREMENTS   Must have 2+ years of commercial driving experience   Must have valid Class A License & current DOT medical card for the state of California   Good driving record (no tickets or accidents)   Must pass a pre-employment DOT drug test   Must pass a background check      WE OFFER   Competitive pay between $20-$25 DOE   Medical dental vision PTO retirement savings plan   An Equal Opportunity Employer   An Equal Opportunity Employer   Reply to Craigslist ad with resume or fax to     show contact info   ,0
