Name,Location,URL,datetime,lon,lat,genre,pay,about,pornpoints,pornpercent,pornlevel
CONTACT FOR ONLINE POSTER JOB,oregoncoast,http://oregoncoast.craigslist.org/lbg/5805288048.html,2016-09-29T13:02:29-0700,45.5181,-122.6745,labor,$500 weekly,Hello we are seeking for responsible individual looking for a legit job. $500 weekly if you have interest contact    show contact info   ask for James. Text only.    ,0,0.0,0
Survey that Pays! Earn $1500 - $3500+,portland,http://portland.craigslist.org/mlt/evg/5851696465.html,2016-10-29T06:47:29-0700,45.5181,-122.6745,event,Unknown,?Who wants to to make $1500 - $3500+ monthly working from your smartphone or computer ???      Just filling out simple surveys very fast and easy work!!!      You can make unlimited money as many survey as you can fill out.      This is real offer! Not Fake!      Just try! Start making money without any investment..      Visit this link and start working! at:   http://earnpoint.online   ,0,0.0,0
Looking for logo designer,portland,http://portland.craigslist.org/wsc/crg/5852161033.html,2016-10-29T11:22:27-0700,45.5201,-122.8604,creative,$50,Looking for a designer that could help design a logo for a dance group and soon to be non-profit organization. All experience welcome. Need this by November 4th.   Send me an e-mail for more information.    ,0,0.0,0
Seeking lady photographer/videographer,portland,http://portland.craigslist.org/mlt/crg/5852077233.html,2016-10-29T10:34:56-0700,45.520301,-122.682438,creative,Tbd,White male seeking a fun open minded lady to take a video or photos of me(adult images) please reply with pictures and rates.    ,0,0.0,0
^.^ Bubbly Fun Models Wanted^.^,corvallis,http://corvallis.craigslist.org/tlg/5841373647.html,2016-10-22T12:26:38-0700,45.5207,-122.6888,talent,2000,Hello sexy kinksters & fetishists!!! :) We are looking for fun bubbly models (18-30) with GREAT attitudes & the looks to match for IMMEDIATE hiring in the BDSM/kink industry. With over 17years experience producing @ the TOP level we are the absolute BEST & longest standing fetish production studio on the West Coast. We seek Drug&Drama; FREE models who are desiring to make incredible money whilst also exploring their kinky fantasies & trying all the wonderful taboo things they never thought they would in the vanilla world!!!      We offer incredible pay a relaxed environment LOTS of sexy fun & longterm STABILITY for those seeking something better than boring 9-5 living. We require RECENT PHOTOS along with your name/age/height/weight when you reply and most importantly a CONTACT NUMBER so we can call to interview you!!! :)      We are hiring right now for all kinds of sexy positions ranging from babygirl/kitten/slutty princess/etc all the way to 24/7 TPE lifestylers & everyday submissive/fetishists!!! GOOD LUCK to everyone & we can't wait to hear from you ;)    ,10,0.00903342366757,1
driver for niche company,eugene,http://eugene.craigslist.org/crg/5816051130.html,2016-10-06T11:28:47-0700,45.520902,-122.676773,creative,7K Monthly,Do you prefer driving over other types of work?      Would you rather sit in your own car than work for a boss?       Do you like meeting hip people & doing something positive?       Are you 18+?       Well if you answered yes to these 4 questions you are halfway there!       We ask that are drivers are professional positive & have a clean record      If you would like to drive people around the city and make top-end money then email us so we can send you the follow up application & get you approved asap!       Email us & tell us a little about yourself & why you would be a good candidate    ,0,0.0,0
Fill you pockets with $47 a day by a short survey,portland,http://portland.craigslist.org/wsc/evg/5842198621.html,2016-10-23T06:16:37-0700,45.5235,-122.6762,event,Unknown,--If you are looking for a great way to obtain money($47 a day) then you come to the right place now   --We want survey takers to obtain ideas just by answering surveys over the internet.   --You can do this at any time in a day.   --If you feel interest then must visit our site we'll guide you..         Visit us at: http://earnreward.online   ,0,0.0,0
Hats- wholesale- entrepreneur$,eastoregon,http://eastoregon.craigslist.org/evg/5826763207.html,2016-10-13T09:37:35-0700,45.528654,-122.678978,event,DOE,Make america grow hemp again needs more reps!      We just received the CopyRightÂ© on this groovy idea and is selling great for our reps!       We started in Cali & now we see potential in OR!       Invest in yourself or work for someone else!       We're allowing reps to pickup as low as 12 quantity for just under 10 dollars each      If you're interested in a minimal investment to pick up 12 or more hats you can make 100%       Set your own goals!      Create your own marketing!       Make bank!          How to be successful:   + If you can manage your own time    + Have good online presence   + Build networks    + Know allot of people       These are selling the best at shops smoke shops online and to people into positive living       Reply with a good email to reach you at!       ,0,0.0,0
Hats- wholesale- entrepreneur$,eastoregon,http://eastoregon.craigslist.org/evg/5834000555.html,2016-10-18T00:12:38-0700,45.528654,-122.678978,event,DOE,Make america grow hemp again needs more reps!      We just received the CopyRightÃƒâ€_Ã‚Â© on this groovy idea and is selling great for our reps!       We started in Cali & now we see potential in OR!       Invest in yourself or work for someone else!       We're allowing reps to pickup as low as 12 quantity for just under 10 dollars each      If you're interested in a minimal investment to pick up 12 or more hats you can make 100%       Set your own goals!      Create your own marketing!       Make bank!          How to be successful:   + If you can manage your own time    + Have good online presence   + Build networks    + Know allot of people       These are selling the best at shops smoke shops online and to people into positive living       Reply with a good email to reach you at!       ,0,0.0,0
Do survey to win $100 gift card!,portland,http://portland.craigslist.org/mlt/evg/5838408546.html,2016-10-20T15:08:52-0700,45.5303,-122.7033,event,Unknown,It's a 30k scholarship offer! It includes the prizes of $100 Amazon gift cards.   No scam! No fabrication! It's for building college or university reputation that helps students to choose the appropriate institute for study.    Start the survey now!   apply here to get! -> http://earnrewards.xyz   ,0,0.0,0
Builder/General Contractor to Repair or Replace External Stairs + Wall,portland,http://portland.craigslist.org/mlt/lbg/5852138800.html,2016-10-29T11:09:44-0700,45.5373,-122.5987,labor,Fixed bid,Looking for an experienced builder to repair or replace an existing external concrete retaining wall and stairs that lead down to outdoor basement. Want this done in November or December. Looking for fixed bid. Please reply with your details/website/experience.    ,0,0.0,0
Energetic Producer,portland,http://portland.craigslist.org/mlt/cwg/5852123759.html,2016-10-29T11:01:11-0700,45.5373,-122.5987,crew,Unknown,Looking for an energetic motivated Producer for an independent feature currently in post production. This film has lost some momentum and needs an energetic person who can bring some life to this project.  All interested should have excellent communication skills upbeat attitude creative have time to commit to project. There is no pay but a good opportunity to build resume network on a cool project. Look forward to hearing from you.    ,0,0.0,0
Carpenter to build shelves for a laundry closet,portland,http://portland.craigslist.org/mlt/lbg/5852115906.html,2016-10-29T10:56:36-0700,45.5373,-122.5987,labor,Fixed bid,Looking for an experienced carpenter to build shelving in a small laundry closet. You supply the materials. Please reply with your details/website etc. I will contact you with photos sizing etc for your bid.    ,0,0.0,0
Tractor drivers for Pumpkin Patch,salem,http://salem.craigslist.org/lbg/5845863289.html,2016-10-25T11:27:42-0700,45.5387,-122.9636,labor,$11.00,Employers Overload is currently taking applications for individuals looking to work for the month of October.   Fall is here and we are needing help with Tractor drivers.    Shifts are Fridays Saturdays and Sundays from 10am-6pm   This is a great opportunity if you are looking to make some extra money as they are seasonal positions.   Applications taken between 8am-5pm.         Please contact us to make an appointment or feel free to stop in between those time.      We have various openings so feel free to bring your friends.   *Must be 18years or older to apply   Requirements:   +Must have a great personality   ,0,0.0,0
Post Production,portland,http://portland.craigslist.org/mlt/cwg/5852122877.html,2016-10-29T11:00:42-0700,45.5411,-122.5566,crew,Unknown,Ã‚Â Position is for credit only but excellent opportunity to build resume and network. I am currently looking Assistant to the producer for post pruduction assignments. Duties would include updating contact sheets production notes and different areas of research    ,0,0.0,0
Looking for signage?,portland,http://portland.craigslist.org/mlt/crg/5852478889.html,2016-10-29T14:48:26-0700,45.542241,-122.664132,creative,TBD,Offering my artistic talents for signage and commission work. Chalkboard signs sandwich boards posters cards menus etc. I have a degree in art and do a lot of hand drawn lettering / calligraphy work. Email me for a link or samples of work. I do a lot of pen and ink and watercolor work.       Cheers    ,0,0.0,0
Small production framing job,portland,http://portland.craigslist.org/mlt/lbg/5852391944.html,2016-10-29T13:46:07-0700,45.5441,-122.6423,labor,Negotiable,Need someone who knows how to do production framing. I'll pay a set fee......thanks need today if possible    ,0,0.0,0
MATH teacher tutor High School level,portland,http://portland.craigslist.org/mlt/dmg/5839465409.html,2016-10-21T09:55:36-0700,45.5483,-122.8276,domestic,$,couple of hours cedar hills area    ,0,0.0,0
You've seen all the ads -- only one is safe,eugene,http://eugene.craigslist.org/cpg/5846420127.html,2016-10-25T17:11:33-0700,45.5496,-122.6743,computer,100 to $350/month, paid weekly,0,0.0,0
Petite female nude model needed,portland,http://portland.craigslist.org/mlt/crg/5852225011.html,2016-10-29T11:59:57-0700,45.564768,-122.690203,creative,Money based on experience,I'm looking for a petite female model to pose fully nude for a solo photo shoot. The shoot will take 2 to 3 hours. looking for someone comfortable with their body and open to be photographed in a variety of positions. experienced or not if this seems like something you're interested in please contact me so we can meet and you can review my portfolio. we can also discuss pay rate at that time. please be over 18 and have legal ID to prove it. The shoot will have some wardrobe changes as well provided by me.       Please prove you're not a bot by including your opinion on DAPL in your reply. Thanks!      The attached photos are not mine. They are only examples of poses    ,40,0.0564174894217,1
Female promo model brand ambassadors needed!,portland,http://portland.craigslist.org/mlt/tlg/5839802818.html,2016-10-21T12:48:47-0700,45.5806,-122.3748,talent,Ask about sign on bonuses!,Advertising agency seeks brand ambassadors with great smiles and superior people skills for product promotion.       Please have:      Great work ethic!   Great attitude!   Great people skills!      Call me now to schedule immediate interview!      Lewis   show contact info   ,0,0.0,0
Searching for a Peruvian cook!,bend,http://bend.craigslist.org/dmg/5851996591.html,2016-10-29T09:50:56-0700,45.5981,-123.1818,domestic,tbd,Opportunity for a Peruvian chef or cook to help open a new restaurant in Forest Grove Oregon. Please email for more info.      Must have experience with Peruvian food (i.e. lomo saltado causa tiradito chaufa etc).       Moving and housing expenses may be covered by restaurant owner.      thanks!   ,0,0.0,0
Searching for a Peruvian cook!,eastoregon,http://bend.craigslist.org/dmg/5851996591.html,2016-10-29T09:50:56-0700,45.5981,-123.1818,domestic,tbd,Opportunity for a Peruvian chef or cook to help open a new restaurant in Forest Grove Oregon. Please email for more info.      Must have experience with Peruvian food (i.e. lomo saltado causa tiradito chaufa etc).       Moving and housing expenses may be covered by restaurant owner.      thanks!   ,0,0.0,0
Searching for a Peruvian cook!,eugene,http://eugene.craigslist.org/dmg/5851992733.html,2016-10-29T09:48:51-0700,45.5981,-123.1818,domestic,tbd,Opportunity for a Peruvian chef or cook to help open a new restaurant in Forest Grove Oregon. Please email for more info.      Must have experience with Peruvian food (i.e. lomo saltado causa tiradito chaufa etc).       Moving expenses and housing may be taken care of by restaurant owners.      thanks!   ,0,0.0,0
Searching for a Peruvian cook!,klamath,http://bend.craigslist.org/dmg/5851996591.html,2016-10-29T09:50:56-0700,45.5981,-123.1818,domestic,tbd,Opportunity for a Peruvian chef or cook to help open a new restaurant in Forest Grove Oregon. Please email for more info.      Must have experience with Peruvian food (i.e. lomo saltado causa tiradito chaufa etc).       Moving and housing expenses may be covered by restaurant owner.      thanks!   ,0,0.0,0
Searching for a Peruvian cook,portland,http://portland.craigslist.org/wsc/dmg/5851989170.html,2016-10-29T09:46:55-0700,45.5981,-123.1818,domestic,tbd,Opportunity for a Peruvian chef or cook to help open a new restaurant in Forest Grove Oregon. Please email for more info.      Must have experience with Peruvian food (i.e. lomo saltado causa tiradito chaufa etc).          thanks!   ,0,0.0,0
Searching for a Peruvian cook!,roseburg,http://eugene.craigslist.org/dmg/5851992733.html,2016-10-29T09:48:51-0700,45.5981,-123.1818,domestic,tbd,Opportunity for a Peruvian chef or cook to help open a new restaurant in Forest Grove Oregon. Please email for more info.      Must have experience with Peruvian food (i.e. lomo saltado causa tiradito chaufa etc).       Moving expenses and housing may be taken care of by restaurant owners.      thanks!   ,0,0.0,0
Searching for a Peruvian cook!,roseburg,http://bend.craigslist.org/dmg/5851996591.html,2016-10-29T09:50:56-0700,45.5981,-123.1818,domestic,tbd,Opportunity for a Peruvian chef or cook to help open a new restaurant in Forest Grove Oregon. Please email for more info.      Must have experience with Peruvian food (i.e. lomo saltado causa tiradito chaufa etc).       Moving and housing expenses may be covered by restaurant owner.      thanks!   ,0,0.0,0
Searching for a Peruvian cook,salem,http://salem.craigslist.org/dmg/5851987078.html,2016-10-29T09:45:45-0700,45.5981,-123.1818,domestic,tbd,Opportunity for a Peruvian chef or cook to help open a new restaurant in Forest Grove Oregon.  Please email for more info.      Must have experience with Peruvian food (i.e. lomo saltado causa tiradito chaufa etc).       thanks!    ,0,0.0,0
Loading boxes and furniture,eastoregon,http://eastoregon.craigslist.org/lbg/5829343494.html,2016-10-14T20:57:34-0700,45.5995,-121.1905,labor,$13,Looking for someone to help me unload some boxes and furniture. Please be fit for the job and experienced.  We are a moving company so please be professional. Pay is $13hr Cash. Guaranteed a 4hr pay.   Call or text me     show contact info      job starts 10/15  @ 8am   The Dalles 97058   Thx       ,0,0.0,0
Moving labor wanted,portland,http://portland.craigslist.org/wsc/lbg/5852241273.html,2016-10-29T12:09:37-0700,45.61,-122.73,labor,14 usd per hour,Need labor on 10/30/16 for moving. 14 dollars per hour cash! Minimum 4 hours. 2 people.    ,0,0.0,0
Hospitality Manager,oregoncoast,http://oregoncoast.craigslist.org/evg/5819487435.html,2016-10-08T14:46:45-0700,45.633006,-123.940716,event,Depends on experience!!!,New Cannabis Friendly resort opening on the Oregon coast. Solid foundation in hotel and resort operations restaurant catering and beverage operations and meetings/events and conventions management. Please provide a resume with a cover letter. A picture and experiance is a plus    ,0,0.0,0
Brand Ambassadors needed!,oregoncoast,http://oregoncoast.craigslist.org/tlg/5809633633.html,2016-10-02T11:48:25-0700,45.6418,-122.6801,talent,20-25/hr,Make $ handing out free samples in stores $20-25/hr. MAST required!      We are promotional marketing company that staffs events throughout the West Coast. We are currently looking for Male & Female Brand Ambassadors to hand out free samples of well known brands in local stores for popular wine liquor and beer brands. As a Brand Ambassador you will be required to complete events you apply and are selected for and submit reports after event completion. Very fun and easy work if you enjoy talking to and meeting new people. Training is provided and only takes about 30 minutes over the phone!      Requirements:   ~21 years of age or older and a valid ID   ~Must have MAST (or be willing to obtain it)   ~Available to work weekends and/or evenings   ~Friendly and outgoing   ~Reliable and dependable   ~Must own a smart phone and have internet access            When responding please include:   Your name contact information and 1-2 recent photos. We look forward to hearing from you.   ,0,0.0,0
Sitter needed ASAP,portland,http://portland.craigslist.org/clk/dmg/5851998487.html,2016-10-29T09:51:56-0700,45.6418,-122.6251,domestic,$50/day,Hello!      Full time childcare needed ASAP (11/1) for our 3yr old daughter.. We would really prefer In OUR home due to the time I leave for work (I have to commute to Beaverton) and she typically is sleeping until 7:30/8 most days.      Hours: 6:00ish AM-3ish PM   Monday-Friday    With flexibility to potentially stay late if needed (very rare).    Daughter wakes about 7:30/8am and takes a nap midday.      Looking for someone with the following:      Has experience and is RELIABLE   Sitter to be personable and engaging   Patient (as the threenager tantrums have recently  began)   Someone wanting to create a good bond with our daughter   Will follow our schedule and clean up messes throughout the day (including your own).   Someone who can commit more long term (at least 6 months)       Located near SR 500/falk      Pay: 50/day which is $250/wk $1000/month      Email or text me if interested and tell me about yourself experience etc!      References required. 21+ of age preferred.   Extra perks if cpr certified :)         We are potentially open to in home care as well if it is in close proximity as this will drastically change our schedules waking her up hours before Normal time.       Look forward to hearing from you. References required and willing to potentially do a background check.       Thank you!    ,0,0.0,0
CASH Today to Refinish/Stain Hardwood Floors,portland,http://portland.craigslist.org/wsc/lbg/5851964012.html,2016-10-29T09:32:51-0700,45.6514,-122.6604,labor,Bid,Good Morning!!      Cash today to sand and refinish our wood floors with a stain. There is approx 750/sqft of wood floors that need to be done(dining living bedrooms and hall wall). As you can see in the picture there was some paint spilled from recent painting and the hall way and dining room were painted at one point.      Please text how much you can complete the gig for and when you could have it finished by. There maybe a little scrapping and prep work needed.      Also please shoot over what equipment/supplies you will use to complete it and why you think you'd be a good fit.      Any pictures of prior work would be great!      Look forward to hear from you!    ,0,0.0,0
PT secrete shoppers position,eastoregon,http://eastoregon.craigslist.org/lbg/5840308297.html,2016-10-21T18:41:03-0700,45.6605,-118.7831,labor,Negotiable,Second to none shopper Inc. is looking for dedicated and hard-working individuals who have a job but aren't making enough and would just like to make a little extra income by working either as part time or full time. Candidate must be at least 18 years old text     show contact info      Compensation is negotiable mode of payment is one that is acceptable to you direct deposit cash check or PayPal    ,0,0.0,0
Door Installation,eastoregon,http://eastoregon.craigslist.org/lbg/5791737757.html,2016-09-21T02:03:40-0700,45.6605,-118.7831,labor,bid,Need 2 doors installed. Experienced only references required. Please respond for more info.    ,0,0.0,0
LEAD BRAND AMBASSADOR NEEDED,eastoregon,http://eastoregon.craigslist.org/evg/5789327711.html,2016-09-19T13:04:33-0700,45.6605,-118.7831,event,19 PER HR,~~LEAD BRAND AMBASSADOR FOR HEALTH AND WELLNESS EVENT~~      Looking for a Lead for a health and wellness event on 10/15. The lead will be responsible for making sure everything runs smoothly a pre-check and helping the other BA give out samples of different Pharmaceutical products for consumers to try. There will be a nurse on sight that will be doing free health screenings as well. Great event!!!!! Please see below for details:      DATE: 10/15      TIME: 11-4PM ( 5 HRS ) 19 PER HR      PRE CHECK VISIT: 10/10 ( Will be responsible for doing a pre-visit anytime this day to make sure all the samples are there ) Will get paid an $20.00 that is included for pay for the pre-visit.      TOTAL PAY: $ 134.00       EMAIL    ( please include head shot resume and contact info      LOCATION:       PENDLETON OR   ,0,0.0,0
Work the Pendleton Roundup this weekend!,eastoregon,http://eastoregon.craigslist.org/evg/5784443796.html,2016-09-16T09:21:18-0700,45.6605,-118.7831,event,$25/hr,Compensation:$25/Hour --       We are a Promotional Marketing Company seeking to hire Part time Promotional Models & Brand Ambassadors. This is a really fun job and a good way to make lots of extra money!      We are looking for people with a Great Attitude Positive Mindset Super Energetic can talk to Anyone and has a knack for sales!      Our Promotional Brand Ambassadors work promoting various alcoholic beverages so you need to be at least 21 and also have a valid drivers license.      Promotional Responsibilities will include:    -Meeting & Greeting customers and introducing them to the product   -Conveying talking points to customers and handing out complimentary samples   -Taking digital documentation of the event   -Setting up and breaking down the event    -Filling out event report forms for each event day      If interested please respond with a few recent photos name and a good working number.      Cheers!   ,0,0.0,0
Hiring female amateurs,portland,http://portland.craigslist.org/clk/crg/5847658602.html,2016-10-26T12:55:07-0700,45.7907,-122.5318,creative,DOE.,Interviewing females for adult productions.   Must be 18 and older. Please send us your email and phone number   with photos to be considered.   We shoot everyday.   ,30,0.159574468085,1
Siders Wanted Today,portland,http://portland.craigslist.org/clk/lbg/5835928172.html,2016-10-19T07:20:20-0700,45.7907,-122.5318,labor,every 2 weeks,Siders wanted to join   Full to part time pay starts   10 to 14 depending on experience hourly w/ pay    every two weeks may    take draws to get started   Vancouver &   Surrounding areas email for question's    & job site details rain/snow/sun    were on the job!   +Drive to work   +Basic tools      ,0,0.0,0
Data Center Tech,eastoregon,http://eastoregon.craigslist.org/cpg/5783511963.html,2016-09-15T15:11:42-0700,45.8272,-119.7206,computer,$22.00/hr, OT available,0,0.0,0
Live in personal assistant/ driver/companion,eastoregon,http://eastoregon.craigslist.org/dmg/5805808130.html,2016-09-29T19:39:18-0700,45.845,-119.2849,domestic,Housing, vehicle,0,0.0,0
Income From Home !,eastoregon,http://eastoregon.craigslist.org/cpg/5794544051.html,2016-09-22T15:50:52-0700,45.845,-119.2849,computer,commission plus bonuses,"I am looking for a few business partners. Visit my site for a brief introduction into my team my business and myself. If you would like more information fill out the "" Get the Details"" page and I will contact you ; www.askmalea.com    ",0,0.0,0
foundation work,portland,http://portland.craigslist.org/nco/lbg/5852391371.html,2016-10-29T13:45:45-0700,45.8573,-123.1967,labor,TBD,Looking for bids to do repairs on a 1924 home in Vernonia Ore.    Multiple repairs. Must have experience in foundation work. Call for details.   Thank you.    ,0,0.0,0
Help needed for housework,eastoregon,http://eastoregon.craigslist.org/dmg/5796606686.html,2016-09-24T01:11:49-0700,45.9486,-118.3912,domestic,$10 per hour,I'm looking to hire someone for two or three hours a month to help with housework.    I'm sick much of the time and my housework gets a little behind once in a while so I need someone to come help keep my place nice to live in and stay inviting to guests. I'm a man with a small one bedroom apartment in Milton-Freewater. Things I need done include:   the dishes (cookware utensils drinkware etc.)   kitchen surfaces wiped down   garbages collected and taken out   hard floors wet mopped   rugs and carpet vacuumed   bathroom surfaces wiped down and sink toilet and tub scrubbed   and any other such thing as time allows.    Most of the time I am able to take care of these things myself I live neatly and I don't make a lot of dirt but when I'm not feeling well it becomes too much. I'm willing to pay a fair hourly rate for this work but don't need it and can't afford to have it done more often.    If you think you can help please email me you credentials and past work experience. Be sure to include your name in the subject line. Thanks!    ,0,0.0,0
I Need a 90 Seconds Video,oregoncoast,http://oregoncoast.craigslist.org/crg/5815887577.html,2016-10-06T09:59:39-0700,45.9932,-123.9226,creative,$120,I need someone to do 90 seconds video clip for me. I have the raw footage.   ,0,0.0,0
Female Models Needed,kpr,http://kpr.craigslist.org/crg/5843806221.html,2016-10-24T08:22:43-0700,46.04913,-118.388551,creative,Unknown,I need a model to take pictures of jewelry and handbags.  Model must have pierced ears. Also I cannot guarantee the what the jewelry is made from so a person without jewelry allergies is preferred.      Looking for someone to take pictures with during the daylight hours on Sundays  between 10AM - 2PM. Should not take more than 1 - 2 hours.        Would also love to work with groups of no more than 4.    ,0,0.0,0
DRIVER NEEDED,kpr,http://kpr.craigslist.org/lbg/5836324098.html,2016-10-19T10:42:35-0700,46.061101,-118.334804,labor,50-75 perday,Driver needed ASAP 50-75 perday must have valid license please call    show contact info   ,0,0.0,0
Aerial drone videographer,eastoregon,http://eastoregon.craigslist.org/crg/5795576862.html,2016-09-23T10:15:16-0700,46.0614,-118.3315,creative,pay is flat daily rate negotiable,We film tourism related content in the Pacific Northwest and we have a shoot coming up this week in Walla Walla and also possibly Spokane.  Please send a sample reel of your work and your daily rate.  Thank you.    ,0,0.0,0
Calculus 101 Tutor,kpr,http://kpr.craigslist.org/tlg/5841800446.html,2016-10-22T17:25:01-0700,46.0614,-118.3315,talent,$40 hour, once or twice a week,0,0.0,0
landscape helper,kpr,http://kpr.craigslist.org/lbg/5834778124.html,2016-10-18T11:34:47-0700,46.0614,-118.3315,labor,10/hr,need landscape helper - filling in trenches and holes with shovel      Ready to go      $10/hr cash      ,0,0.0,0
Yardwork Help,kpr,http://kpr.craigslist.org/lbg/5822598632.html,2016-10-10T15:54:22-0700,46.0614,-118.3315,labor,$25/hour for 4 hours,Need experienced yard maintenance and heavy-lifting person from 8 a.m. - 12 noon on Sunday October 16. $25/hour. Call    show contact info   ,0,0.0,0
Need Help Moving Furniture from Garage to Basement,kpr,http://kpr.craigslist.org/lbg/5820929739.html,2016-10-09T16:50:17-0700,46.0614,-118.3315,labor,$20,I have a heavy king-size mattress a daybed frame and a heavy (but small) desk I need to move from the garage down into the basement. I imagine it should take about 30 minutes or so. Please contact me if you're able to help me lift and haul this heavy stuff. Thanks!    ,0,0.0,0
Aerial drone videographer,yakima,http://yakima.craigslist.org/crg/5795598100.html,2016-09-23T10:25:43-0700,46.0614,-118.3315,creative,pay is flat daily rate negotiable,We film tourism related content in the Pacific Northwest and we have a shoot coming up this week in Walla Walla and possibly Spokane.  Please send a sample reel of your work and daily rate.  Thank you.    ,0,0.0,0
PT SECRET SHOPPERS position!!!!,kpr,http://kpr.craigslist.org/lbg/5844798278.html,2016-10-24T17:26:53-0700,46.074625,-119.086144,labor,Negotiable/mode of payment that id's acceptable by you,Second To None Shopper Inc is looking for dedicated and hardworking individuals who has a job but isn't making enough and would just like a little extra fund income by working either as a PT/FT. Candidate must be at least 18yrs. Text    show contact info   for more details    ,0,0.0,0
Laborer needed,kpr,http://kpr.craigslist.org/lbg/5838812822.html,2016-10-20T21:43:57-0700,46.074625,-119.086144,labor,It pays $30.00,Real estate investor looking to hire someone to take pictures of a house. I live in Montana.  It pays $30.    ,0,0.0,0
Hiring Holiday Help,oregoncoast,http://oregoncoast.craigslist.org/evg/5844106788.html,2016-10-24T10:47:27-0700,46.145,-123.9254,event,DOE,I have a part-time job opening as a product demonstrator passing out samples at a local supermarket in Warrenton OR.      If you can greet people with a smile you can do this job. You must be 18 years of age or older and you must be able to work Fridays Saturdays Sundays and Mondays.      You can contact me by phone or email. Leave a message and I will call you back as soon as I can. All inquiries will be considered for this permanent part-time job.      Thank you      Sierra Awbrey   show contact info      ,0,0.0,0
Event Specialist (Food Demonstrator),oregoncoast,http://oregoncoast.craigslist.org/evg/5784351194.html,2016-09-16T08:33:15-0700,46.145,-123.9254,event,DOE,I have a part-time job opening as a product demonstrator passing out samples at a local supermarket in Warrenton OR.      If you can greet people with a smile you can do this job. You must be 18 years of age or older and you must be able to work Fridays Saturdays Sundays and Mondays.      You can contact me by phone or email. Leave a message and I will call you back as soon as I can. All inquiries will be considered for this permanent part-time job.      Thank you      Sierra Awbrey   show contact info      ,0,0.0,0
Brand Ambassadors needed!,oregoncoast,http://oregoncoast.craigslist.org/evg/5809684578.html,2016-10-02T12:21:44-0700,46.145,-123.9254,event,20-25/hr,"Hello Job Searchers!!       We are a promotional company that specializes in the promotion of alcoholic beverages such as beer wine and hard liquor. We are looking for what we call ""Brand Ambassadors"" to hand out free samples in stores and at special events. This includes getting people excited about the brand and stating brand facts/knowledge. The entire goal of the job is to increase sales and give people a good experience with the brand you are promoting. The pay is $20-25/hr and the events are usually about 3 hours long. This is flexible night and weekend work. A great and easy way to make extra $$$!       Requirements:    Upbeat and positive attitude!    Good reliable transportation!    Must be 100% committed and reliable!        This is a great opportunity and there will be many more upcoming events throughout the year. If you think you would be a good fit and are excited to earn some extra cash please email us with your name phone number a few recent photos. We look forward to hearing from you! Cheers!   ",0,0.0,0
Weekly Paid Survey Takers Needed!,oregoncoast,http://oregoncoast.craigslist.org/evg/5850647970.html,2016-10-28T11:22:14-0700,46.1558,-123.798,event,Unknown,We are growing our survey team in your area! Join with your computer knowledge and internet connection.   Start today for earning $503- $708 per week      Apply only if you are 18 :  http://earnmoney.rocks/survey  ,0,0.0,0
Quick E@rning by taking online Survey:$35+ Daily..!!,oregoncoast,http://oregoncoast.craigslist.org/evg/5847993279.html,2016-10-26T16:28:34-0700,46.1558,-123.798,event,Unknown,Thank you for your interest!   Generate extra financial gain.I want some nice peeps to assist Pine Tree State out this season.   Small temporary worker or continual gigs obtainable for qualified chance seekers in your town.   If you have taken half in any reasonably survey focus cluster or on-line surveys      this is an ideal job for you :   http://earnpoint.tech    ,0,0.0,0
PT secrete shoppers position,oregoncoast,http://oregoncoast.craigslist.org/lbg/5840312224.html,2016-10-21T18:45:09-0700,46.1558,-123.798,labor,Negotiable,Second to none shopper Inc. is looking for dedicated and hard-working individuals who have a job but aren't making enough and would just like to make a little extra income by working either as part time or full time. Candidate must be at least 18 years old text     show contact info      Compensation is negotiable mode of payment is one that is acceptable to you direct deposit cash check or PayPal    ,0,0.0,0
Full Time and Part Time Available,oregoncoast,http://oregoncoast.craigslist.org/dmg/5778567207.html,2016-09-12T12:25:20-0700,46.1558,-123.798,domestic,DOE starting at $11,Positions open Now! Sign On Bonus after 90 days of employment! Apply at link: https://caringforthecoast.clearcareonline.com/apply/      This position is an In Home Caregiver position. There are three different shifts available just let us know which one you prefer.      RESPONSIBILITIES:      Shift 1 - 14 Hours a Week   Clients: CB DS   Schedule: Fridays and Mondays      Shift 2 -  23 Hours a Week   Clients: KS RR   Schedule: Mondays through Fridays      Shift 3 - 4 Hours a Week   Clients: BH   Schedule: Mondays and Tuesdays         REQUIREMENTS:   Must have Experience Caregiving Professionally or for a Family member or Friend.   Reliability and good attendance.   You have a valid driver's license current automobile insurance and a reliable vehicle    You have the ability to pass both a criminal background check   You have to be able to function with minimal supervision when you are on shift    You have to have empathetic communication skills to interact effectively with clients and you must be able to speak and write English very well   And you need to be able to physically perform the work of caring for clients -- which usually requires that you can bend climb stoop and stand; and to lift 20-30 pounds without hurting yourself   You must have a private email and availability to check it frequently to respond to job postings.      BENEFITS:   Sign on Bonus   Competitive Wages    Attendance Bonuses    Bonus for every new client oriented to Referral Bonuses   On-going training and more!    ,0,0.0,0
Sprinkler Blowout Needed,lewiston,http://missoula.craigslist.org/lbg/5843734242.html,2016-10-24T08:45:56-0600,46.156,-119.264,labor,$20,Need sprinklers blown out. $20    ,0,0.0,0
